RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
3,2335,1,0.15323,1348430,34.720,34.857,-3.986,-4.133,0.00000,0.000,65.288,14.728,-73.351,6.8940,-74.681,1.8370,-13.982,-0.40200,-2.9297,0.00000,-0.20760,0.01491,-0.01378,0.00009,-0.00022,-0.00133
3,2335,2,0.15363,1351724,34.914,35.043,-1.947,-2.003,0.00000,0.000,65.392,14.729,-23.977,5.9590,-58.551,1.4360,-4.9390,-0.41500,-1.1777,0.00000,-0.05673,0.01236,-0.01048,0.00008,-0.00009,-0.00129
3,2335,3,0.15406,1355594,35.116,35.242,-0.056,-0.026,0.00000,0.000,65.395,14.730,22.937,5.8700,-45.044,0.88600,6.6660,-0.29100,-0.02710,0.00000,0.08514,0.01248,-0.00756,0.00007,0.00014,-0.00084
3,2335,4,0.15326,1348513,34.754,34.878,2.039,2.166,0.00000,0.000,65.428,14.731,75.299,6.5030,-33.256,0.95400,15.390,-0.47000,0.71322,0.00000,0.24543,0.01532,-0.00492,0.00007,0.00025,-0.00132
3,2335,5,0.15372,1352446,34.958,35.086,3.958,4.175,0.00000,0.000,65.452,14.731,124.810,7.9980,-26.719,1.0360,17.017,-0.83800,0.89760,0.00000,0.39407,0.02079,-0.00315,0.00008,0.00013,-0.00235
3,2335,6,0.15412,1355901,35.139,35.272,6.018,6.332,0.00000,0.000,65.503,14.732,178.658,10.356,-22.049,0.45500,10.139,-1.7630,0.56987,0.00000,0.55437,0.02950,-0.00165,0.00007,-0.00029,-0.00504
3,2335,7,0.15387,1353630,35.018,35.159,8.036,8.443,0.00000,0.000,65.536,14.732,228.640,13.425,-20.072,0.07800,4.5130,-3.1220,-0.27852,0.00000,0.70724,0.04084,-0.00062,0.00007,-0.00066,-0.00909
3,2335,8,0.15376,1352587,34.961,35.112,9.984,10.480,0.00000,0.000,65.593,14.733,276.720,17.070,-20.586,-2.6880,7.5910,-1.8650,-1.5916,0.00000,0.85388,0.05416,-0.00005,-0.00002,-0.00072,-0.00519
3,2335,9,0.15391,1353747,35.020,35.180,10.978,11.517,0.00000,0.000,65.635,14.733,300.716,19.242,-21.481,-3.3020,5.6790,-2.9060,-2.4481,0.00000,0.92480,0.06185,0.00018,-0.00003,-0.00087,-0.00829
3,2335,10,0.15370,1351726,34.912,35.082,11.988,12.571,0.00000,0.000,65.674,14.733,323.779,21.600,-22.976,-1.0180,15.408,-4.8340,-3.4472,0.00000,0.99724,0.07052,0.00034,0.00005,-0.00063,-0.01413
3,2335,11,0.15343,1349312,34.781,34.962,12.998,13.622,0.00000,0.000,65.708,14.733,344.743,24.010,-22.231,-2.1500,25.998,-3.2840,-4.5759,0.00000,1.0645,0.07945,0.00086,0.00002,-0.00035,-0.00941
