RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
2,2335,2,0.08258,726462,10.072,10.123,-4.052,-4.191,0.00000,0.000,65.384,14.726,-20.006,2.5040,-30.061,0.73700,-0.39800,-0.71500,-2.9952,0.00000,-0.18980,0.01632,-0.01681,0.00019,0.00019,-0.00767
2,2335,3,0.08216,722994,9.97200,10.020,-1.984,-2.036,0.00000,0.000,65.254,14.726,-6.2570,2.2320,-21.565,0.44400,-2.4910,-0.49800,-1.2048,0.00000,-0.04604,0.01415,-0.01179,0.00016,-0.00022,-0.00537
2,2335,4,0.08232,724626,10.012,10.059,-0.022,0.008,0.00000,0.000,65.124,14.726,6.5120,2.1970,-14.744,0.55100,-1.2740,-0.31700,-0.01060,0.00000,0.08913,0.01431,-0.00731,0.00017,-0.00023,-0.00337
2,2335,5,0.08240,725490,10.031,10.078,2.012,2.132,0.00000,0.000,65.025,14.726,20.658,2.3890,-10.427,0.64000,-1.3520,-0.21600,0.70726,0.00000,0.23832,0.01722,-0.00425,0.00019,-0.00041,-0.00222
2,2335,6,0.08234,725015,10.017,10.064,4.014,4.227,0.00000,0.000,64.993,14.726,35.201,2.7330,-7.3150,0.23400,4.9390,-0.21800,0.89589,0.00000,0.39234,0.02237,-0.00161,0.00015,0.00014,-0.00217
2,2335,7,0.08223,724110,9.98900,10.036,5.948,6.251,0.00000,0.000,64.945,14.726,49.089,3.3000,-6.7730,0.13800,5.8170,-0.25400,0.58994,0.00000,0.54057,0.03022,-0.00047,0.00014,0.00008,-0.00247
2,2335,8,0.08206,722697,9.94600,9.99506,8.046,8.454,0.00000,0.000,64.903,14.726,65.175,4.2330,-11.893,0.62800,1.0120,-0.27400,-0.28402,0.00000,0.71395,0.04275,-0.00290,0.00021,-0.00069,-0.00260
2,2335,9,0.08262,727733,10.080,10.132,10.000,10.496,0.00000,0.000,64.852,14.726,79.884,5.3210,-12.265,0.28800,4.4980,-0.27100,-1.6044,0.00000,0.85905,0.05591,-0.00158,0.00017,-0.00045,-0.00244
2,2335,10,0.08235,725360,10.012,10.066,10.993,11.529,0.00000,0.000,64.854,14.726,85.654,5.8720,-11.702,-0.45500,1.9520,-0.25800,-2.4620,0.00000,0.92553,0.06323,-0.00039,0.00009,-0.00082,-0.00227
2,2335,11,0.08244,726130,10.030,10.088,12.005,12.582,0.00000,0.000,64.854,14.726,92.140,6.5440,-11.347,-0.25100,10.348,-0.21500,-3.4652,0.00000,0.99206,0.07141,0.00087,0.00012,0.00007,-0.00177
