RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
18,2335,2,0.08219,721526,9.96300,10.031,-4.036,-4.121,0.00000,0.000,66.354,14.730,-21.757,3.1430,-26.137,2.9880,-5.2750,-0.77700,-3.0717,0.00000,-0.10093,0.02367,-0.04295,0.00037,-0.00029,-0.00831
18,2335,3,0.08279,727385,10.115,10.178,-1.968,-1.960,0.00000,0.000,66.028,14.730,-7.1050,2.8940,-20.619,2.9160,-2.1740,-0.83300,-1.2138,0.00000,0.05379,0.02122,-0.03916,0.00036,-0.00011,-0.00871
18,2335,4,0.08227,723068,9.99200,10.050,-0.040,0.065,0.00000,0.000,65.878,14.730,7.9130,2.8340,-17.039,2.5210,-1.1320,-0.47800,-0.01928,0.00000,0.21315,0.02190,-0.03746,0.00032,-0.00017,-0.00498
18,2335,5,0.08201,720930,9.93300,9.98673,1.997,2.204,0.00000,0.000,65.791,14.730,23.634,3.0110,-15.732,2.0270,-1.3920,-0.42800,0.67754,0.00000,0.38179,0.02553,-0.03667,0.00027,-0.00039,-0.00439
18,2335,6,0.08175,718791,9.87700,9.92387,4.003,4.313,0.00000,0.000,65.715,14.730,39.368,3.3120,-13.949,2.1380,2.2620,-0.40600,0.79536,0.00000,0.55272,0.03101,-0.03506,0.00029,-0.00016,-0.00409
18,2335,7,0.08171,718543,9.87400,9.91433,6.049,6.462,0.00000,0.000,65.659,14.730,55.119,3.8510,-13.425,1.7360,0.76000,-0.51400,0.33436,0.00000,0.72223,0.03925,-0.03375,0.00025,-0.00053,-0.00517
18,2335,8,0.08156,717302,9.84500,9.87740,7.956,8.470,0.00000,0.000,65.603,14.730,70.314,4.5180,-15.515,1.5760,4.9320,-0.48200,-0.62326,0.00000,0.88851,0.04932,-0.03402,0.00024,-0.00022,-0.00475
18,2335,9,0.08207,721811,9.97400,10.000,10.019,10.631,0.00000,0.000,65.567,14.730,86.534,5.5060,-15.318,1.5360,11.082,-0.64900,-2.2316,0.00000,1.0504,0.06226,-0.03153,0.00024,0.00030,-0.00637
18,2335,10,0.08226,723576,10.024,10.048,10.982,11.636,0.00000,0.000,65.536,14.730,93.546,6.0030,-14.378,1.0600,9.60500,-0.61400,-3.1854,0.00000,1.1198,0.06871,-0.02975,0.00019,0.00004,-0.00593
18,2335,11,0.08233,724209,10.042,10.064,12.050,12.749,0.00000,0.000,65.502,14.730,100.815,6.6040,-13.090,1.4080,9.74200,-0.46900,-4.3940,0.00000,1.1949,0.07667,-0.02766,0.00023,-0.00004,-0.00433
