RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
6,2335,20,0.08346,735042,10.069,10.348,18.967,19.613,0.00000,0.000,65.244,14.738,94.827,17.848,-95.346,21.485,29.228,0.07800,-15.972,0.00000,1.1055,0.18785,-0.07536,0.00263,0.00217,0.00154
6,2335,21,0.08346,735032,10.113,10.348,17.984,18.660,0.00000,0.000,65.230,14.737,99.754,16.288,-83.634,26.529,36.419,0.24300,-13.923,0.00000,1.1561,0.17298,-0.06836,0.00320,0.00294,0.00324
6,2335,22,0.08306,731532,10.068,10.249,17.007,17.717,0.00000,0.000,65.224,14.738,104.150,14.279,-66.006,33.125,110.237,0.33200,-12.017,0.00000,1.2125,0.15512,-0.05737,0.00398,0.01137,0.00417
6,2335,23,0.08292,730285,10.087,10.213,16.018,16.754,0.00000,0.000,65.218,14.738,107.814,12.172,-46.561,28.611,76.664,-0.10600,-10.220,0.00000,1.2545,0.13474,-0.04515,0.00347,0.00751,-0.00040
6,2335,24,0.08251,726727,10.060,10.113,15.001,15.773,0.00000,0.000,65.204,14.738,112.344,9.33000,-19.368,3.2490,24.140,-0.50500,-8.5116,0.00000,1.3139,0.10768,-0.02761,0.00055,0.00143,-0.00463
6,2335,25,0.08220,723977,10.014,10.037,13.993,14.762,0.00000,0.000,65.193,14.737,111.015,7.8220,-8.8670,1.8950,14.813,-0.66100,-6.9585,0.00000,1.3095,0.09235,-0.02150,0.00039,0.00037,-0.00635
6,2335,26,0.08226,724513,10.031,10.052,13.029,13.767,0.00000,0.000,65.185,14.737,106.452,7.2030,-10.997,2.4040,16.138,-0.57100,-5.6042,0.00000,1.2593,0.08442,-0.02409,0.00044,0.00059,-0.00542
6,2335,27,0.08228,724720,10.037,10.057,11.965,12.664,0.00000,0.000,65.179,14.737,100.378,6.5490,-12.969,2.4060,13.152,-0.58700,-4.2586,0.00000,1.1943,0.07590,-0.02667,0.00044,0.00031,-0.00563
6,2335,28,0.08242,725971,10.069,10.091,11.003,11.660,0.00000,0.000,65.166,14.737,94.222,6.0300,-13.963,1.7130,9.26600,-0.71100,-3.1770,0.00000,1.1254,0.06862,-0.02829,0.00035,-0.00007,-0.00696
6,2335,29,0.08222,724265,10.018,10.043,9.978,10.590,0.00000,0.000,65.148,14.737,86.673,5.4910,-14.619,2.2960,10.424,-0.75500,-2.1662,0.00000,1.0507,0.06163,-0.02993,0.00042,0.00016,-0.00751

