RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
19,2335,1,0.15259,1341455,34.398,34.576,-3.957,-4.098,0.00000,0.000,65.829,14.733,-79.872,8.7410,-62.207,10.565,-26.766,-0.60100,-2.9898,0.00000,-0.19771,0.02080,-0.01980,0.00037,-0.00061,-0.00192
19,2335,2,0.15347,1349097,34.806,34.979,-1.944,-1.985,0.00000,0.000,65.884,14.734,-26.216,7.9340,-54.489,10.910,-20.678,-0.70500,-1.1957,0.00000,-0.03229,0.01845,-0.01800,0.00038,-0.00059,-0.00214
19,2335,3,0.15332,1347865,34.748,34.913,-0.005,0.053,0.00000,0.000,65.888,14.735,27.546,7.8010,-49.260,10.190,-3.4690,-0.63900,-0.00240,0.00000,0.13125,0.01876,-0.01677,0.00036,-0.00020,-0.00187
19,2335,4,0.15408,1354502,35.105,35.263,1.992,2.153,0.00000,0.000,65.916,14.735,84.567,8.4850,-47.169,10.802,-0.60600,-1.1900,0.67654,0.00000,0.30196,0.02144,-0.01575,0.00038,-0.00030,-0.00343
19,2335,5,0.15419,1355273,35.163,35.310,4.016,4.283,0.00000,0.000,65.960,14.735,142.549,9.90400,-44.104,9.50800,-2.8100,-1.3680,0.79428,0.00000,0.47612,0.02721,-0.01462,0.00034,-0.00057,-0.00387
19,2335,6,0.15448,1357752,35.308,35.445,5.938,6.303,0.00000,0.000,66.006,14.736,197.132,11.981,-42.462,7.4100,-13.809,-2.7370,0.37442,0.00000,0.63805,0.03532,-0.01364,0.00028,-0.00113,-0.00788
19,2335,7,0.15411,1354506,35.162,35.282,8.027,8.498,0.00000,0.000,66.055,14.737,254.346,14.714,-40.176,6.2350,-7.4070,-4.0860,-0.66874,0.00000,0.81332,0.04618,-0.01244,0.00025,-0.00112,-0.01190
19,2335,8,0.15374,1351095,35.006,35.110,9.982,10.549,0.00000,0.000,66.085,14.737,305.358,17.843,-37.204,4.2010,4.5530,-3.1260,-2.1975,0.00000,0.97182,0.05866,-0.01112,0.00019,-0.00091,-0.00895
19,2335,9,0.15374,1351079,35.016,35.113,11.021,11.637,0.00000,0.000,66.126,14.738,332.035,19.831,-37.018,3.5710,10.590,-4.9700,-3.2267,0.00000,1.0525,0.06628,-0.01057,0.00018,-0.00080,-0.01450
19,2335,10,0.15347,1348612,34.898,34.990,11.990,12.650,0.00000,0.000,66.157,14.738,354.598,21.732,-33.422,0.75200,9.21800,-4.3190,-4.3219,0.00000,1.1247,0.07383,-0.00948,0.00009,-0.00093,-0.01252
19,2335,11,0.15322,1346310,34.788,34.878,12.994,13.697,0.00000,0.000,66.199,14.738,376.562,23.833,-29.357,2.5380,30.275,-4.1400,-5.5939,0.00000,1.1953,0.08208,-0.00821,0.00015,-0.00030,-0.01198
19,2335,12,0.15331,1347014,34.822,34.918,14.032,14.774,0.00000,0.000,66.234,14.739,398.477,26.361,-24.030,1.8970,30.615,-3.4460,-7.0555,0.00000,1.2608,0.09131,-0.00666,0.00013,-0.00037,-0.00980
19,2335,13,0.15326,1346519,34.793,34.898,14.956,15.731,0.00000,0.000,66.267,14.739,415.599,28.651,-19.336,-0.01200,32.178,-3.3570,-8.4816,0.00000,1.3138,0.09969,-0.00530,0.00007,-0.00038,-0.00950
19,2335,14,0.15334,1347137,34.493,34.934,16.035,16.742,0.00000,0.000,66.300,14.740,379.069,40.343,-133.735,7.7850,76.431,-3.3410,-10.295,0.00000,1.2017,0.13227,-0.02872,0.00035,0.00123,-0.00944
19,2335,15,0.15453,1357475,34.836,35.481,16.975,17.647,0.00000,0.000,66.352,14.740,366.156,48.203,-197.822,16.890,150.970,-3.0290,-12.005,0.00000,1.1450,0.15255,-0.04092,0.00066,0.00372,-0.00834
19,2335,16,0.15460,1358047,34.678,35.515,18.028,18.661,0.00000,0.000,66.389,14.741,344.735,54.989,-248.652,10.233,93.858,-3.2010,-14.064,0.00000,1.0800,0.17124,-0.05110,0.00044,0.00190,-0.00884
19,2335,17,0.15547,1365425,34.909,35.914,18.973,19.573,0.00000,0.000,66.445,14.740,330.030,61.201,-289.793,5.2020,29.057,-3.0710,-16.039,0.00000,1.0249,0.18660,-0.05866,0.00028,-0.00020,-0.00834
19,2335,18,0.15563,1366897,34.836,35.991,20.017,20.585,0.00000,0.000,66.460,14.741,313.082,66.604,-320.441,7.0310,24.343,-2.6230,-18.362,0.00000,0.97283,0.20111,-0.06444,0.00034,-0.00030,-0.00700
19,2335,19,0.15557,1366110,34.946,35.961,19.012,19.609,0.00000,0.000,66.520,14.741,328.931,61.532,-292.697,3.9220,11.394,-2.8860,-16.123,0.00000,1.0203,0.18725,-0.05919,0.00024,-0.00077,-0.00778
19,2335,20,0.15551,1365436,35.095,35.934,17.950,18.583,0.00000,0.000,66.573,14.741,349.054,55.317,-250.253,-4.5440,-46.949,-3.3440,-13.906,0.00000,1.0803,0.17029,-0.05103,-0.00005,-0.00274,-0.00914
