RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
10,2335,2,0.08259,726211,10.086,10.133,-4.060,-4.204,-0.01000,0.010,65.856,14.736,-20.432,2.3260,-29.532,1.4730,-9.32800,-2.3850,-2.9797,0.07281,-0.19768,0.01421,-0.01695,0.00019,-0.00081,-0.02521
10,2335,3,0.08271,727477,10.116,10.161,-2.034,-2.092,-0.01000,0.010,65.694,14.735,-6.9480,2.0820,-21.755,1.1200,-9.34200,-2.1230,-1.2299,0.07312,-0.05595,0.01203,-0.01223,0.00015,-0.00097,-0.02232
10,2335,4,0.08203,721837,9.95100,9.99556,0.049,0.080,-0.01000,0.010,65.540,14.736,6.9770,2.0880,-15.105,1.0090,-4.9850,-1.6230,0.02297,0.07334,0.09091,0.01312,-0.00816,0.00014,-0.00064,-0.01729
10,2335,5,0.08230,724273,10.017,10.062,1.948,2.065,-0.01000,0.010,65.519,14.736,20.490,2.2890,-11.306,0.86600,-0.35000,-1.5450,0.68131,0.07345,0.23331,0.01597,-0.00535,0.00012,-0.00026,-0.01628
10,2335,6,0.08259,726936,10.085,10.131,4.041,4.254,-0.01000,0.010,65.410,14.736,35.723,2.7140,-8.5620,0.83900,-2.6990,-1.5240,0.87136,0.07349,0.39180,0.02179,-0.00296,0.00012,-0.00071,-0.01586
10,2335,7,0.08205,722285,9.95400,10.000,5.971,6.273,-0.01000,0.010,65.378,14.736,49.114,3.2530,-7.3330,0.46800,-0.28100,-1.4940,0.54874,0.07343,0.53912,0.02964,-0.00140,0.00009,-0.00060,-0.01567
10,2335,8,0.08239,725279,10.034,10.082,7.992,8.393,-0.01000,0.010,65.352,14.736,64.897,4.1420,-10.215,-0.47700,11.841,-1.6030,-0.30070,0.07328,0.70148,0.04102,-0.00211,-0.00001,0.00062,-0.01660
10,2335,9,0.08264,727558,10.091,10.143,10.059,10.553,-0.01000,0.010,65.315,14.736,80.017,5.3280,-11.724,-0.30900,9.89900,-1.0650,-1.7098,0.07304,0.85606,0.05570,-0.00164,0.00001,0.00021,-0.01075
10,2335,10,0.08238,725337,10.027,10.081,10.957,11.489,-0.01000,0.010,65.308,14.736,85.390,5.8310,-11.443,-0.36800,9.92100,-1.0820,-2.4918,0.07290,0.91792,0.06240,-0.00070,0.00001,0.00015,-0.01096
10,2335,11,0.08199,721939,9.92900,9.98536,12.031,12.607,-0.01000,0.010,65.273,14.736,91.476,6.4480,-11.034,-1.1150,6.3250,-0.99200,-3.5618,0.07271,0.99142,0.07091,0.00053,-0.00008,-0.00035,-0.01006
