Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,173.492513,4.048471,-0.829060,-0.701054,15.359176
0.250000,177.552221,4.048471,-0.735729,-0.535143,15.359176
0.500000,178.552165,4.052616,-0.792070,-0.317983,15.344200
0.750000,178.363073,4.052616,-0.771884,-0.384700,15.344200
1.000000,178.633232,4.056918,-0.806904,-0.523551,15.334567
1.250000,176.157779,4.056918,-0.753318,-0.577436,15.334567
1.500000,180.176122,4.059331,-0.834308,-0.400046,15.327418
1.750000,175.424491,4.064192,-0.791868,-0.411677,15.306129
2.000000,174.104811,4.064192,-0.794175,-0.547953,15.306129
2.250000,178.267684,4.068030,-0.755778,-0.235145,15.297630
2.500000,178.141979,4.068030,-0.782784,-0.653260,15.297630
2.750000,181.682608,4.069915,-0.773699,-0.451860,15.311593
3.000000,181.747273,4.069915,-0.802712,-0.450173,15.311593
3.250000,175.133265,4.072409,-0.790330,-0.453213,15.304707
3.500000,180.727655,4.072409,-0.786933,-0.655066,15.304707
3.750000,177.988067,4.072444,-0.758312,-0.637828,15.308354
4.000000,179.433215,4.072444,-0.768295,-0.242554,15.308354
4.250000,171.328222,4.076909,-0.780120,-0.663947,15.297315
4.500000,175.116014,4.076909,-0.777821,-0.781735,15.297315
4.750000,174.638807,4.079419,-0.827686,-0.451472,15.283945
5.000000,181.648918,4.079419,-0.802471,-0.557578,15.283945
5.250000,178.365061,4.085271,-0.774406,-0.515865,15.262373
5.500000,180.242426,4.083952,-0.791607,-0.458195,15.260207
5.750000,182.893373,4.083952,-0.769860,-0.496942,15.260207
6.000000,174.674396,4.089694,-0.790212,-0.362102,15.244969
6.250000,180.312843,4.089694,-0.795984,-0.330658,15.244969
6.500000,178.218042,4.092397,-0.804158,-0.727793,15.254268
6.750000,174.604503,4.092397,-0.809363,-0.336062,15.254268
7.000000,175.361043,4.088965,-0.763504,-0.234305,15.254070
7.250000,181.292845,4.088965,-0.802661,-0.762840,15.254070
7.500000,181.781688,4.092024,-0.759729,-0.381414,15.258252
7.750000,181.193613,4.092024,-0.748903,-0.340396,15.258252
8.000000,179.811647,4.095170,-0.757772,-0.388524,15.251365
8.250000,177.904287,4.095170,-0.820209,-0.391536,15.251365
8.500000,179.460721,4.098658,-0.804878,-0.703117,15.254620
8.750000,182.657437,4.102204,-0.803817,-0.516877,15.259558
9.000000,171.936398,4.102204,-0.776679,-0.342257,15.259558
9.250000,173.687753,4.104550,-0.830845,-0.436330,15.251620
9.500000,173.822354,4.104550,-0.854032,-0.538542,15.251620
9.750000,178.160493,4.109691,-0.776831,-0.344328,15.249505
10.000000,178.165783,4.109691,-0.804321,-0.356529,15.249505
10.250000,183.334861,4.108064,-0.845169,-0.474546,15.254217
10.500000,179.320599,4.108064,-0.820509,-0.423396,15.254217
10.750000,175.985335,4.109982,-0.808189,-0.506484,15.274023
11.000000,178.256429,4.109982,-0.795007,-0.710421,15.274023
11.250000,180.481660,4.111054,-0.781609,-0.463787,15.295155
11.500000,166.662616,4.111054,-0.787676,-0.278127,15.295155
11.750000,172.931843,4.111940,-0.798991,-0.232592,15.321374
12.000000,182.302942,4.111940,-0.798766,-0.229363,15.321374
12.250000,181.018000,4.110496,-0.849830,-0.550711,15.333599
12.500000,182.476896,4.111893,-0.820315,-0.614016,15.365187
12.750000,177.806095,4.111893,-0.798227,-0.512238,15.365187
13.000000,181.697050,4.116829,-0.801656,-0.581539,15.372265
13.250000,174.542916,4.116829,-0.786324,-0.547554,15.372265
13.500000,177.636327,4.116564,-0.765260,-0.629336,15.394427
13.750000,175.027895,4.116564,-0.793818,-0.273349,15.394427
14.000000,166.363977,4.117972,-0.755198,-0.541543,15.402232
14.250000,180.885661,4.117972,-0.782189,-0.395255,15.402232
14.500000,179.113834,4.118759,-0.786001,-0.659786,15.424591
14.750000,178.396881,4.118759,-0.782908,-0.545340,15.424591
15.000000,179.212139,4.120003,-0.767239,-0.513776,15.440761
15.250000,178.384947,4.120003,-0.829515,-0.388226,15.440761
15.500000,182.311251,4.120852,-0.794867,-0.488028,15.449886
15.750000,181.559597,4.120319,-0.811149,-0.421826,15.471707
16.000000,179.966706,4.120319,-0.806527,-0.289052,15.471707
16.250000,180.497270,4.123155,-0.825004,-0.667001,15.489530
16.500000,175.083438,4.123155,-0.758759,-0.257330,15.489530
16.750000,176.215335,4.125632,-0.791870,-0.358310,15.495819
17.000000,183.037740,4.125632,-0.847400,-0.397370,15.495819
17.250000,181.547236,4.126225,-0.809443,-0.437948,15.516017
17.500000,178.691088,4.126225,-0.816933,-0.458237,15.516017
17.750000,178.097694,4.130043,-0.801630,-0.466008,15.545515
18.000000,181.342159,4.130043,-0.803932,-0.544660,15.545515
18.250000,177.740913,4.131153,-0.832941,-0.573963,15.575586
18.500000,177.953754,4.131153,-0.811283,-0.739341,15.575586
18.750000,173.974187,4.129098,-0.819058,-0.247737,15.595689
19.000000,175.220212,4.129098,-0.778305,-0.661348,15.595689
19.250000,177.844964,4.130164,-0.807689,-0.735813,15.642676
19.500000,181.258615,4.131019,-0.799387,-0.347580,15.665027
19.750000,177.801485,4.131019,-0.827804,-0.365330,15.665027
20.000000,177.812682,4.133319,-0.812355,-0.531098,15.702820
20.250000,182.710279,4.133319,-0.804222,-0.474426,15.702820
20.500000,181.855380,4.135756,-0.820945,-0.451924,15.718823
20.750000,174.053043,4.135756,-0.797959,-0.518141,15.718823
21.000000,177.623837,4.136936,-0.848527,-0.680015,15.720682
21.250000,167.090776,4.136936,-0.753479,-0.288865,15.720682
21.500000,178.508340,4.137059,-0.833178,-0.227298,15.728861
21.750000,174.905442,4.137059,-0.763986,-0.312628,15.728861
22.000000,180.568565,4.137731,-0.793896,-0.413791,15.730361
22.250000,179.956585,4.137731,-0.797577,-0.497632,15.730361
22.500000,183.599936,4.137652,-0.809869,-0.436249,15.740522
22.750000,176.897223,4.139415,-0.820602,-0.580281,15.733648
23.000000,179.482865,4.139415,-0.771873,-0.496622,15.733648
23.250000,181.492321,4.137610,-0.758359,-0.498434,15.744939
23.500000,167.734225,4.137610,-0.748126,-0.337555,15.744939
23.750000,172.968610,4.139898,-0.796015,-0.604591,15.760319
24.000000,179.153277,4.139898,-0.829710,-0.798147,15.760319
24.250000,178.318678,4.142012,-0.832684,-0.284313,15.775861
24.500000,560.852496,4.142012,-0.779121,-0.039284,15.775861
24.750000,963.778010,4.138066,-0.833466,0.049598,15.759986
25.000000,1473.929866,4.138066,-0.925760,0.115525,15.759986
25.250000,1996.174000,4.141697,-1.072890,0.074206,15.753570
25.500000,2588.159172,4.141697,-1.189408,0.039509,15.753570
25.750000,3166.435781,4.140263,-1.266003,0.020306,15.760326
26.000000,3677.033859,4.140200,-1.000675,-0.027989,15.769578
26.250000,4105.722351,4.140200,-1.123265,-0.064323,15.769578
26.500000,4385.564185,4.138509,-0.981723,-0.073923,15.786430
26.750000,4604.758250,4.138509,-0.875455,-0.102242,15.786430
27.000000,4756.713903,4.139401,-0.763365,-0.103678,15.788528
27.250000,4795.683885,4.139401,-0.760182,-0.115545,15.788528
27.500000,4852.405985,4.143805,-0.695224,-0.126458,15.792565
27.750000,4880.032534,4.143805,-0.699776,-0.105234,15.792565
