Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,157.215195,7.897843,-0.956765,-0.419310,17.246006
0.250000,157.540271,7.897843,-0.966675,-0.418773,17.246006
0.500000,157.500468,7.900923,-0.956486,-0.444911,17.259281
0.750000,157.986723,7.900923,-0.961816,-0.431611,17.259281
1.000000,158.334845,7.903959,-0.966784,-0.467153,17.270979
1.250000,152.635830,7.907510,-0.976562,-0.581349,17.276232
1.500000,158.162677,7.907510,-0.973796,-0.446743,17.276232
1.750000,157.265159,7.910054,-0.969806,-0.497731,17.285449
2.000000,158.013767,7.910054,-0.973883,-0.472348,17.285449
2.250000,164.547546,7.914511,-0.949586,-0.510027,17.295360
2.500000,160.764704,7.914511,-0.946561,-0.509058,17.295360
2.750000,163.089458,7.918429,-0.972725,-0.527222,17.302018
3.000000,161.537840,7.918429,-0.940382,-0.491580,17.302018
3.250000,160.641495,7.919062,-0.982653,-0.490190,17.295719
3.500000,157.432280,7.919062,-0.960619,-0.607968,17.295719
3.750000,155.898822,7.919112,-0.973344,-0.429328,17.291659
4.000000,154.745363,7.919112,-0.945970,-0.381779,17.291659
4.250000,155.215232,7.924320,-0.986536,-0.536660,17.300030
4.500000,160.884328,7.923792,-0.966169,-0.484928,17.291928
4.750000,155.681903,7.923792,-0.964622,-0.434480,17.291928
5.000000,159.675858,7.927837,-0.960587,-0.511932,17.285654
5.250000,161.052748,7.927837,-0.981097,-0.431003,17.285654
5.500000,156.073706,7.919197,-0.951044,-0.482978,17.285154
5.750000,156.956611,7.919197,-0.965410,-0.471169,17.285154
6.000000,157.142109,7.925961,-0.977736,-0.399194,17.285248
6.250000,152.803953,7.925961,-0.949851,-0.493765,17.285248
6.500000,161.156026,7.930102,-0.985167,-0.509448,17.292010
6.750000,160.299761,7.930102,-0.956628,-0.430190,17.292010
7.000000,160.946365,7.930564,-0.965295,-0.479238,17.291163
7.250000,160.672683,7.930564,-0.955758,-0.484394,17.291163
7.500000,163.114952,7.931267,-0.963867,-0.503359,17.294154
7.750000,160.572172,7.931267,-0.972066,-0.494943,17.294154
8.000000,159.952014,7.936277,-0.959037,-0.436334,17.294420
8.250000,158.261237,7.939650,-0.982279,-0.526112,17.296804
8.500000,143.023152,7.939650,-0.960576,-0.536615,17.296804
8.750000,155.678873,7.934701,-0.963509,-0.466709,17.292748
9.000000,153.597051,7.934701,-0.964080,-0.355547,17.292748
9.250000,156.943781,7.940106,-0.971787,-0.542597,17.292034
9.500000,159.314417,7.940106,-0.968006,-0.562767,17.292034
9.750000,156.795108,7.937257,-0.958472,-0.456258,17.297327
10.000000,158.892519,7.937257,-0.968874,-0.489040,17.297327
10.250000,158.893571,7.940749,-0.954867,-0.503543,17.301954
10.500000,157.957608,7.940749,-0.974959,-0.508324,17.301954
10.750000,155.857819,7.945036,-0.959008,-0.536907,17.296549
11.000000,142.762393,7.945036,-0.969371,-0.470338,17.296549
11.250000,159.254160,7.944181,-0.984655,-0.558610,17.298471
11.500000,162.348644,7.943014,-0.984087,-0.550879,17.299089
11.750000,159.521966,7.943014,-0.981662,-0.430609,17.299089
12.000000,159.776313,7.947534,-0.956560,-0.465399,17.316168
12.250000,162.519045,7.947534,-0.967439,-0.433413,17.316168
12.500000,159.214013,7.950084,-0.980490,-0.484018,17.345540
12.750000,158.318134,7.950084,-0.974467,-0.451263,17.345540
13.000000,161.422129,7.945381,-0.976424,-0.517575,17.372704
13.250000,161.557957,7.945381,-0.981655,-0.440436,17.372704
13.500000,151.456347,7.951515,-0.981894,-0.537699,17.384446
13.750000,157.546993,7.951515,-0.982595,-0.459588,17.384446
