Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,710.689962,-0.000936,0.019974,0.200273,16.254212
0.250000,822.904166,-0.000936,0.042729,0.165531,16.254212
0.500000,897.196262,-0.000936,0.041787,0.134107,16.263155
0.750000,951.191962,-0.000936,0.050170,0.126642,16.263155
1.000000,987.248046,-0.000936,0.054035,0.100589,16.258682
1.250000,1013.406524,-0.000936,0.046459,0.116645,16.275222
1.500000,1038.578878,-0.000936,0.052039,0.106614,16.275222
1.750000,1044.318256,-0.000936,0.071453,0.109497,16.272600
2.000000,1053.093462,-0.000936,0.054801,0.082112,16.272600
2.250000,1063.971273,-0.000936,0.077273,0.079759,16.280474
2.500000,1062.934585,-0.000936,0.064451,0.095042,16.280474
2.750000,1073.345259,-0.000936,0.065138,0.107898,16.279302
3.000000,1084.206722,-0.000936,0.067894,0.082547,16.279302
3.250000,1076.716016,-0.000936,0.074253,0.072157,16.291585
3.500000,1077.247632,-0.000936,0.068724,0.086338,16.291585
3.750000,1076.233184,-0.000936,0.069073,0.073406,16.288501
4.000000,1077.682982,-0.000936,0.064386,0.073369,16.288501
4.250000,1078.312441,-0.000936,0.062693,0.073849,16.292274
4.500000,1083.448073,-0.000936,0.070192,0.079337,16.303409
4.750000,1082.543978,-0.000936,0.080900,0.069341,16.303409
5.000000,1081.373344,-0.000936,0.070687,0.119719,16.296157
5.250000,1080.691643,-0.000936,0.062582,0.087978,16.296157
5.500000,1084.696737,-0.000936,0.064171,0.082636,16.307996
5.750000,1076.474546,-0.000936,0.057026,0.081732,16.307996
6.000000,1085.236265,-0.000936,0.063266,0.080077,16.312242
6.250000,1077.295987,-0.000936,0.076368,0.086329,16.312242
6.500000,1080.788976,-0.000936,0.059416,0.081719,16.324671
6.750000,1081.836417,-0.000936,0.062780,0.086916,16.324671
7.000000,1073.081308,-0.000936,0.072856,0.108017,16.323015
7.250000,1082.177883,-0.000936,0.069413,0.070470,16.323015
7.500000,1080.253860,-0.000936,0.066899,0.089573,16.328553
7.750000,1080.837649,-0.000936,0.066648,0.079750,16.342107
8.000000,1069.113749,-0.000936,0.060346,0.102138,16.342107
8.250000,1080.983695,-0.000936,0.073515,0.073983,16.345567
8.500000,1085.555329,-0.000936,0.069766,0.102386,16.345567
8.750000,1075.437457,-0.000936,0.070526,0.041873,16.350314
9.000000,1091.430001,-0.000936,0.073622,0.059176,16.350314
9.250000,1072.481902,-0.000936,0.060998,0.076001,16.347810
9.500000,1162.734364,-0.000936,0.063561,0.120927,16.347810
9.750000,1296.386323,-0.000936,0.097968,0.251107,16.357634
10.000000,1380.937311,-0.000936,0.106135,0.208852,16.357634
10.250000,1448.794181,-0.000936,0.130427,0.239021,16.373513
10.500000,1493.466086,-0.000936,0.119533,0.207554,16.373513
10.750000,1510.906859,-0.000936,0.140627,0.203442,16.364746
11.000000,1523.616049,-0.000936,0.128769,0.172594,16.364746
11.250000,1535.557759,-0.000936,0.145315,0.171211,16.381127
11.500000,1541.178359,-0.000936,0.140730,0.171907,16.387025
11.750000,1544.848894,-0.000936,0.158192,0.125887,16.387025
12.000000,1549.086684,-0.000936,0.139896,0.167253,16.384107
12.250000,1559.707555,-0.000936,0.155291,0.161020,16.384107
12.500000,1558.947710,-0.000936,0.129260,0.155119,16.390571
12.750000,1561.635814,-0.000936,0.160113,0.167584,16.390571
13.000000,1554.051866,-0.000936,0.154429,0.169498,16.404723
13.250000,1566.579634,-0.000936,0.172211,0.181560,16.404723
13.500000,1559.758237,-0.000936,0.144258,0.151724,16.404969
13.750000,1559.251559,-0.000936,0.150650,0.157601,16.404969
14.000000,1560.315964,-0.000936,0.131490,0.152123,16.416534
14.250000,1567.142251,-0.000936,0.176618,0.145748,16.416534
14.500000,1558.542763,-0.000936,0.142514,0.152309,16.426507
14.750000,1574.751485,-0.000936,0.165250,0.163208,16.425080
15.000000,1565.404559,-0.000936,0.121747,0.160751,16.425080
15.250000,1570.834833,-0.000936,0.155512,0.164851,16.431659
15.500000,1566.272923,-0.000936,0.136108,0.158628,16.431659
15.750000,1568.114995,-0.000936,0.160477,0.168355,16.439556
16.000000,1557.682947,-0.000936,0.124181,0.157534,16.439556
16.250000,1564.435174,-0.000936,0.139176,0.162060,16.433472
16.500000,1563.517915,-0.000936,0.144496,0.151539,16.433472
16.750000,1571.915117,-0.000936,0.145594,0.156699,16.441990
17.000000,1571.709234,-0.000936,0.136362,0.164277,16.441990
17.250000,1579.674850,-0.000936,0.146031,0.154515,16.447597
17.500000,1584.472173,-0.000936,0.130046,0.155530,16.447597
17.750000,1577.753673,-0.000936,0.139788,0.160985,16.453252
18.000000,1575.009844,-0.000936,0.125763,0.146090,16.453252
18.250000,1585.780832,-0.000936,0.167141,0.145147,16.454740
18.500000,1578.999309,-0.000936,0.129971,0.148046,16.461222
18.750000,1591.459169,-0.000936,0.159217,0.157588,16.461222
19.000000,1580.819391,-0.000936,0.154251,0.148217,16.463627
19.250000,1598.614534,-0.000936,0.165102,0.151130,16.463627
19.500000,1587.826662,-0.000936,0.107441,0.150289,16.464802
19.750000,1601.013976,-0.000936,0.156538,0.154548,16.464802
20.000000,1589.509239,-0.000936,0.130888,0.152946,16.467815
20.250000,1599.573447,-0.000936,0.157166,0.149020,16.467815
20.500000,1591.406405,-0.000936,0.118525,0.159928,16.470675
