Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,170.538119,8.565572,-0.921891,-0.359591,16.665214
0.250000,173.727985,8.565572,-0.867883,-0.298738,16.665214
0.500000,174.008874,8.572956,-0.936210,-0.737369,16.651254
0.750000,169.240533,8.572956,-0.881847,-0.641539,16.651254
1.000000,172.325278,8.576037,-0.925154,-0.460156,16.654640
1.250000,176.417404,8.575824,-0.912260,-0.783078,16.641198
1.500000,171.058962,8.575824,-0.865284,-0.339287,16.641198
1.750000,174.551802,8.586100,-0.943180,-0.530550,16.645257
2.000000,152.320024,8.586100,-0.905319,-0.754277,16.645257
2.250000,169.953617,8.593566,-0.910893,-0.379889,16.638705
2.500000,172.490001,8.593566,-0.867344,-0.366533,16.638705
2.750000,170.360774,8.601980,-0.927182,-0.905897,16.643693
3.000000,171.532716,8.601980,-0.885549,-0.317125,16.643693
3.250000,179.125866,8.602811,-0.932216,-0.385193,16.642698
3.500000,173.230165,8.602811,-0.938943,-0.527357,16.642698
3.750000,171.654174,8.606893,-0.936496,-0.814381,16.637251
4.000000,173.320238,8.606893,-0.894120,-0.296982,16.637251
4.250000,170.983404,8.606551,-0.885500,-0.598934,16.651659
4.500000,168.499094,8.604746,-0.928210,-0.422195,16.649645
4.750000,169.698255,8.604746,-0.855981,-0.495224,16.649645
5.000000,174.270424,8.607899,-0.889814,-0.572651,16.659255
5.250000,172.954898,8.607899,-0.908856,-0.379140,16.659255
5.500000,173.763204,8.618505,-0.922758,-0.617478,16.653872
5.750000,175.677456,8.618505,-0.866587,-0.249689,16.653872
6.000000,172.166428,8.614208,-0.950358,-0.345440,16.655415
6.250000,172.415651,8.614208,-0.939653,-0.794485,16.655415
6.500000,175.654312,8.619584,-0.899826,-0.659154,16.651122
6.750000,168.860683,8.619584,-0.909703,-0.285429,16.651122
7.000000,170.432757,8.617349,-0.912106,-0.477067,16.645757
7.250000,171.356357,8.617349,-0.899778,-0.371372,16.645757
7.500000,170.007792,8.619618,-0.894862,-0.729245,16.642177
7.750000,170.450308,8.619618,-0.920043,-0.316092,16.642177
8.000000,175.471305,8.621963,-0.913520,-0.803232,16.654711
8.250000,172.674293,8.630441,-0.882546,-0.323420,16.657613
8.500000,176.093153,8.630441,-0.896761,-0.298782,16.657613
8.750000,173.041566,8.634265,-0.884271,-0.330850,16.664379
9.000000,173.234542,8.634265,-0.874334,-0.316712,16.664379
9.250000,166.535404,8.635495,-0.939449,-0.553621,16.675552
9.500000,169.811121,8.635495,-0.930863,-0.596402,16.675552
9.750000,173.217037,8.637901,-0.918550,-0.416133,16.679176
10.000000,171.001069,8.637901,-0.885929,-0.584387,16.679176
10.250000,176.368787,8.645199,-0.923639,-0.358429,16.678285
10.500000,176.103490,8.645199,-0.936090,-0.826727,16.678285
10.750000,171.932703,8.645654,-0.910163,-0.763253,16.686495
11.000000,181.690861,8.645654,-0.974522,-0.801752,16.686495
11.250000,171.904378,8.651328,-0.958782,-0.451670,16.712455
11.500000,172.134322,8.655592,-0.880769,-0.499327,16.727442
11.750000,168.747297,8.655592,-0.941896,-0.653810,16.727442
12.000000,172.385310,8.660909,-0.898917,-0.541039,16.732153
12.250000,173.394744,8.660909,-0.924211,-0.379601,16.732153
