Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,0.000000,-0.000936,-0.008981,0.012396,17.635526
0.250000,0.000000,-0.000936,-0.000672,0.001231,17.637515
0.500000,0.000000,-0.000936,-0.006879,0.002677,17.640349
0.750000,0.000000,-0.000936,-0.003728,0.013025,17.640349
1.000000,0.000000,-0.000936,-0.007089,0.000693,17.641491
1.250000,0.000000,-0.000936,-0.005827,0.004743,17.641491
1.500000,0.000000,-0.000936,-0.005519,0.011607,17.649015
1.750000,0.000000,-0.000936,-0.006072,-0.000682,17.649015
2.000000,0.000000,-0.000936,-0.005650,0.005841,17.637607
2.250000,0.000000,-0.000936,-0.003981,0.011463,17.637607
2.500000,0.000000,-0.000936,-0.002697,-0.000071,17.634689
2.750000,0.000000,-0.000936,-0.004342,0.004502,17.634689
3.000000,0.000000,-0.000936,-0.008929,0.010941,17.645118
3.250000,0.000000,-0.000936,-0.004615,-0.000486,17.645118
3.500000,0.000000,-0.000936,-0.003294,0.006977,17.643321
3.750000,0.000000,-0.000936,-0.009558,0.010456,17.643321
4.000000,0.000000,-0.000936,-0.005050,0.005551,17.649399
4.250000,0.000000,-0.000936,-0.006245,0.009716,17.644736
4.500000,0.000000,-0.000936,-0.006122,0.008073,17.644736
4.750000,0.000000,-0.000936,-0.008294,0.002787,17.646005
5.000000,0.000000,-0.000936,-0.006033,0.007169,17.646005
5.250000,0.000000,-0.000936,-0.005637,0.007592,17.643974
5.500000,0.000000,-0.000936,-0.006213,0.005577,17.643974
5.750000,0.000000,-0.000936,-0.010463,0.008495,17.650812
6.000000,0.000000,-0.000936,-0.005026,0.005224,17.650812
6.250000,0.000000,-0.000936,-0.005548,0.004902,17.654098
6.500000,0.000000,-0.000936,-0.005969,0.008148,17.654098
6.750000,0.000000,-0.000936,-0.009071,0.005369,17.656484
7.000000,0.000000,-0.000936,-0.002773,0.005239,17.656484
7.250000,0.000000,-0.000936,-0.006188,0.009907,17.658531
7.500000,0.000000,-0.000936,-0.004437,0.008643,17.662411
7.750000,0.000000,-0.000936,-0.005767,0.009206,17.662411
8.000000,0.000000,-0.000936,-0.006784,0.012844,17.659585
8.250000,0.000000,-0.000936,-0.002285,0.008604,17.659585
8.500000,0.000000,-0.000936,-0.006497,0.008531,17.662655
8.750000,0.000000,-0.000936,-0.007101,0.015769,17.662655
9.000000,0.000000,-0.000936,-0.006463,0.003108,17.662095
9.250000,0.000000,-0.000936,-0.012179,0.007395,17.662095
9.500000,0.000000,-0.000936,-0.006393,0.014494,17.662347
9.750000,0.000000,-0.000936,-0.009946,0.002411,17.662347
10.000000,0.000000,-0.000936,-0.007451,0.005546,17.654044
10.250000,0.000000,-0.000936,-0.003982,0.009572,17.654044
10.500000,0.000000,-0.000936,-0.002991,0.003949,17.656182
10.750000,0.000000,-0.000936,-0.005816,0.005178,17.656182
11.000000,0.000000,-0.000936,-0.007578,0.014016,17.660205
11.250000,0.000000,-0.000936,-0.008743,0.002590,17.656292
11.500000,0.000000,-0.000936,-0.008195,0.003884,17.656292
11.750000,0.000000,-0.000936,-0.006977,0.010101,17.652403
12.000000,0.000000,-0.000936,-0.005430,0.001158,17.652403
12.250000,0.000000,-0.000936,-0.003148,0.002302,17.663803
12.500000,0.000000,-0.000936,-0.002834,0.008077,17.663803
12.750000,0.000000,-0.000936,-0.007718,-0.001284,17.663379
13.000000,0.000000,-0.000936,-0.008250,0.001471,17.663379
13.250000,0.000000,-0.000936,-0.009769,0.013437,17.666686
13.500000,0.000000,-0.000936,-0.003206,0.000925,17.666686
13.750000,0.000000,-0.000936,-0.006960,0.006265,17.672482
14.000000,0.000000,-0.000936,-0.003578,0.013132,17.672482
14.250000,0.000000,-0.000936,-0.004980,0.001868,17.670349
14.500000,0.000000,-0.000936,-0.006766,0.008350,17.670349
14.750000,51.749511,-0.000936,0.003017,0.003023,17.668649
15.000000,183.590104,-0.000936,0.009683,0.310453,17.673683
15.250000,268.772048,-0.000936,0.002998,0.132438,17.673683
15.500000,326.075881,-0.000936,0.009820,0.085283,17.675278
15.750000,365.898280,-0.000936,0.004549,0.053693,17.675278
16.000000,614.305643,-0.000936,0.012687,0.178119,17.672162
16.250000,760.335815,-0.000936,0.035387,0.176493,17.672162
16.500000,859.029654,-0.000936,0.043198,0.149368,17.668928
16.750000,923.787529,-0.000936,0.051180,0.113745,17.668928
17.000000,985.343023,-0.000936,0.063698,0.108615,17.684730
17.250000,1019.714480,-0.000936,0.067099,0.085541,17.684730
17.500000,1051.386516,-0.000936,0.059241,0.092452,17.678034
17.750000,1067.900685,-0.000936,0.066556,0.044478,17.678034
18.000000,1091.033072,-0.000936,0.074878,0.087388,17.676484
18.250000,1094.116843,-0.000936,0.064947,0.054592,17.673630
18.500000,1111.188277,-0.000936,0.069934,0.069698,17.673630
18.750000,1111.497048,-0.000936,0.073635,0.076026,17.676017
19.000000,1123.227407,-0.000936,0.066970,0.083814,17.676017
19.250000,1117.240416,-0.000936,0.076670,0.080494,17.674288
19.500000,1186.884922,-0.000936,0.065808,0.091356,17.674288
19.750000,1318.101933,-0.000936,0.092168,0.211539,17.690738
20.000000,1413.469183,-0.000936,0.119527,0.204443,17.690738
20.250000,1481.801624,-0.000936,0.126810,0.225139,17.681427
20.500000,1514.530022,-0.000936,0.148294,0.163140,17.681427
20.750000,1547.887778,-0.000936,0.156317,0.166374,17.679776
21.000000,1566.119612,-0.000936,0.139393,0.168879,17.679776
21.250000,1584.786054,-0.000936,0.147473,0.139739,17.680621
21.500000,1593.360996,-0.000936,0.142860,0.155496,17.680223
21.750000,1606.748343,-0.000936,0.155035,0.142995,17.680223
22.000000,1609.765913,-0.000936,0.154564,0.142228,17.691659
22.250000,1626.622386,-0.000936,0.145626,0.130761,17.691659
22.500000,1616.923802,-0.000936,0.156134,0.130477,17.691969
22.750000,1608.686909,-0.000936,0.162438,0.134287,17.691969
23.000000,1619.433198,-0.000936,0.158350,0.122302,17.695928
23.250000,1614.313580,-0.000936,0.168382,0.153435,17.695928
23.500000,1648.578101,-0.000936,0.134812,0.133483,17.689514
