Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,85.520338,4.295537,-0.463985,-0.314363,14.463680
0.250000,85.140198,4.298157,-0.459037,-0.270109,14.466306
0.500000,91.376182,4.298157,-0.472885,-0.288029,14.466306
0.750000,88.237078,4.298199,-0.463873,-0.290454,14.457195
1.000000,84.288456,4.298199,-0.469107,-0.312576,14.457195
1.250000,87.257338,4.294882,-0.444149,-0.256443,14.449197
1.500000,89.027046,4.295305,-0.458918,-0.290564,14.445418
1.750000,85.118457,4.295305,-0.456432,-0.208519,14.445418
2.000000,85.402110,4.294618,-0.462947,-0.275103,14.442631
2.250000,86.721807,4.294618,-0.470012,-0.273493,14.442631
2.500000,79.274768,4.291470,-0.454304,-0.276490,14.433137
2.750000,87.449216,4.291470,-0.459011,-0.215941,14.433137
3.000000,89.946594,4.293091,-0.483636,-0.279292,14.423897
3.250000,87.869441,4.293091,-0.470236,-0.231240,14.423897
3.500000,89.003440,4.291864,-0.461976,-0.287531,14.425090
3.750000,91.450171,4.291864,-0.456517,-0.290354,14.425090
4.000000,89.827251,4.289953,-0.447499,-0.303854,14.414843
4.250000,88.498023,4.289953,-0.460085,-0.292594,14.414843
4.500000,86.901107,4.291703,-0.461988,-0.287950,14.416864
4.750000,81.146876,4.295487,-0.462100,-0.260873,14.408139
5.000000,82.560902,4.295487,-0.453428,-0.231183,14.408139
5.250000,84.999380,4.291393,-0.459082,-0.241314,14.398233
5.500000,88.953957,4.291393,-0.470626,-0.240124,14.398233
5.750000,84.742022,4.293723,-0.462295,-0.233951,14.392289
6.000000,90.071663,4.293723,-0.465456,-0.283579,14.392289
6.250000,90.346819,4.294481,-0.468105,-0.233178,14.391767
6.500000,87.465788,4.294481,-0.464354,-0.309096,14.391767
6.750000,88.342637,4.291816,-0.472551,-0.245013,14.385462
7.000000,89.891849,4.291816,-0.467115,-0.303438,14.385462
7.250000,87.001283,4.292922,-0.462314,-0.243975,14.392228
7.500000,83.879423,4.292922,-0.468058,-0.262796,14.392228
7.750000,86.165423,4.291539,-0.456203,-0.243878,14.386790
8.000000,89.369831,4.291539,-0.467104,-0.262026,14.386790
8.250000,91.008373,4.293744,-0.463208,-0.256458,14.393763
8.500000,87.698784,4.296163,-0.462872,-0.271915,14.396882
8.750000,87.212471,4.296163,-0.465222,-0.261568,14.396882
9.000000,90.923039,4.297422,-0.463910,-0.294843,14.395160
9.250000,83.396605,4.297422,-0.465855,-0.263045,14.395160
9.500000,81.769353,4.293126,-0.469077,-0.277255,14.394960
9.750000,86.817645,4.293126,-0.470961,-0.355303,14.394960
10.000000,86.801788,4.295127,-0.467826,-0.281104,14.403237
10.250000,80.198089,4.295127,-0.476074,-0.245296,14.403237
10.500000,88.998654,4.292444,-0.465978,-0.264139,14.396628
10.750000,88.116402,4.292444,-0.479322,-0.192093,14.396628
11.000000,82.216136,4.292047,-0.461680,-0.222537,14.410291
11.250000,92.145021,4.292047,-0.476505,-0.227168,14.410291
11.500000,88.334020,4.289528,-0.473205,-0.284425,14.418964
11.750000,84.454556,4.287670,-0.466112,-0.247729,14.427976
12.000000,84.708075,4.287670,-0.488281,-0.309553,14.427976
12.250000,83.221504,4.290570,-0.468406,-0.301436,14.441998
12.500000,86.039237,4.290570,-0.463738,-0.285203,14.441998
12.750000,89.522509,4.287996,-0.479839,-0.249611,14.453095
13.000000,80.590459,4.287996,-0.451346,-0.253713,14.453095
13.250000,86.248100,4.287791,-0.457641,-0.210411,14.476598
13.500000,90.030273,4.287791,-0.462487,-0.240227,14.476598
13.750000,89.353860,4.288785,-0.470372,-0.226991,14.486291
14.000000,86.419375,4.288785,-0.472613,-0.248921,14.486291
14.250000,84.676993,4.288424,-0.464129,-0.239130,14.519336
14.500000,82.034875,4.288424,-0.463029,-0.268546,14.519336
14.750000,83.613642,4.290608,-0.469955,-0.220096,14.531339
15.000000,90.752852,4.287307,-0.469293,-0.260190,14.551892
15.250000,87.207401,4.287307,-0.460752,-0.311321,14.551892
15.500000,83.883235,4.290194,-0.462811,-0.268045,14.564528
15.750000,86.450037,4.290194,-0.465595,-0.225202,14.564528
16.000000,90.539047,4.289937,-0.469038,-0.185150,14.567104
16.250000,81.565237,4.289937,-0.473255,-0.241838,14.567104
16.500000,84.659967,4.289335,-0.469903,-0.317638,14.576451
16.750000,87.422299,4.289335,-0.467873,-0.286212,14.576451
