Time (sec), RPM, Q ind (psf), Axial Force (Lb), Roll Moment (Lb in), Temperature (C)
0.000000,228.314846,11.661292,-1.249986,-0.613454,18.029356
0.250000,233.014233,11.653276,-1.237384,-0.641992,18.028042
0.500000,230.341770,11.653276,-1.213061,-0.748945,18.028042
0.750000,236.925887,11.653551,-1.241484,-0.773757,18.027630
1.000000,233.701738,11.653551,-1.213165,-0.688048,18.027630
1.250000,232.790479,11.644737,-1.225057,-0.655721,18.015128
1.500000,228.455025,11.643264,-1.240936,-0.654975,18.026054
1.750000,231.129259,11.643264,-1.205966,-0.524507,18.026054
2.000000,232.989350,11.646254,-1.216196,-0.816637,18.034716
2.250000,227.456890,11.646254,-1.237145,-0.719966,18.034716
2.500000,231.697133,11.644879,-1.241084,-0.633043,18.054216
2.750000,236.325144,11.644879,-1.216813,-0.741481,18.054216
3.000000,230.104362,11.649989,-1.216616,-0.755508,18.055783
3.250000,231.375479,11.649989,-1.215310,-0.821212,18.055783
3.500000,206.536893,11.648944,-1.245181,-0.571407,18.047451
3.750000,230.551980,11.648944,-1.247461,-0.744257,18.047451
4.000000,234.211464,11.651099,-1.234678,-0.704257,18.038185
4.250000,214.488713,11.651099,-1.242019,-0.640698,18.038185
4.500000,231.425679,11.658892,-1.224644,-0.665752,18.036159
4.750000,228.402846,11.655510,-1.241202,-0.676973,18.052361
5.000000,231.238378,11.655510,-1.195454,-0.736849,18.052361
5.250000,232.756614,11.661291,-1.207960,-0.753934,18.069962
5.500000,231.735165,11.661291,-1.215832,-0.819663,18.069962
5.750000,230.352824,11.660588,-1.208618,-0.748768,18.062581
6.000000,230.442401,11.660588,-1.247248,-0.694657,18.062581
6.250000,228.557280,11.659301,-1.200368,-0.766829,18.056364
6.500000,232.945253,11.659301,-1.223724,-0.640436,18.056364
6.750000,227.665105,11.664323,-1.215804,-0.619526,18.041709
7.000000,229.344648,11.664323,-1.205511,-0.582884,18.041709
7.250000,227.193124,11.663861,-1.216126,-0.646642,18.044520
7.500000,232.665229,11.663861,-1.205661,-0.688307,18.044520
7.750000,228.499614,11.675853,-1.253115,-0.785286,18.049566
