RUN,TEST,TP,MACH,RE_MAC,QA,QC,ALPHAENC,ALPHAC,PSI,BETA,TEMPTS,PRESSTS,LIFTR,DRAGR,PMR,YMR,RMR,SFR,PMWT,RMWT,CLWA,CDWA,CMWA25,CNWA25,CRWA25,CYWA
34,2335,1,0.08236,724868,9.97900,10.046,-4.006,-4.091,0.00000,0.000,64.256,14.693,-21.757,3.1410,-25.537,1.7500,-3.2750,-0.64200,-3.0415,0.00000,-0.09960,0.02325,-0.04211,0.00027,0.00002,-0.00700
34,2335,2,0.08236,725522,9.98500,10.047,-1.998,-1.990,0.00000,0.000,63.915,14.693,-7.3190,2.8910,-20.396,1.8900,-1.7840,-0.55500,-1.2367,0.00000,0.05313,0.02123,-0.03920,0.00029,0.00002,-0.00601
34,2335,3,0.08249,726853,10.019,10.077,0.008,0.115,0.00000,0.000,63.766,14.693,8.2040,2.8540,-16.893,1.8950,-6.2450,-0.41900,0.00383,0.00000,0.21685,0.02169,-0.03693,0.00029,-0.00068,-0.00447
34,2335,4,0.08249,727137,10.026,10.079,2.026,2.235,0.00000,0.000,63.651,14.693,24.192,3.0300,-15.542,1.9240,-4.3340,-0.08900,0.68309,0.00000,0.38554,0.02513,-0.03584,0.00030,-0.00065,-0.00090
34,2335,5,0.08247,727029,10.026,10.073,3.953,4.260,0.00000,0.000,63.589,14.693,39.452,3.3440,-14.095,1.8340,-1.0440,-0.33500,0.79851,0.00000,0.54686,0.03038,-0.03427,0.00030,-0.00046,-0.00342
34,2335,6,0.08235,726167,10.006,10.045,6.046,6.460,0.00000,0.000,63.524,14.694,55.949,3.8660,-13.633,1.4530,-2.6210,-0.41900,0.33359,0.00000,0.72301,0.03852,-0.03305,0.00026,-0.00085,-0.00422
34,2335,7,0.08223,725133,9.98300,10.015,7.989,8.504,0.00000,0.000,63.477,14.693,71.480,4.5890,-15.789,2.5700,-10.849,-0.35600,-0.64766,0.00000,0.89010,0.04907,-0.03338,0.00040,-0.00200,-0.00347
34,2335,8,0.08197,722909,9.92800,9.95244,9.998,10.611,0.00000,0.000,63.465,14.694,86.147,5.4520,-15.352,2.4880,4.5070,-0.34200,-2.2175,0.00000,1.0524,0.06165,-0.03144,0.00040,-0.00039,-0.00326
34,2335,9,0.08216,724589,9.97400,9.99664,11.006,11.662,0.00000,0.000,63.408,14.693,93.291,6.0000,-14.543,2.2520,6.5880,-0.28000,-3.2173,0.00000,1.1239,0.06874,-0.02970,0.00037,-0.00023,-0.00253
34,2335,10,0.08202,723437,9.94400,9.96444,11.944,12.641,0.00000,0.000,63.399,14.693,99.301,6.4980,-13.374,2.1720,6.7040,-0.29200,-4.2746,0.00000,1.1916,0.07580,-0.02796,0.00037,-0.00029,-0.00263
34,2335,11,0.08202,723430,9.94300,9.96322,13.008,13.746,0.00000,0.000,63.392,14.694,105.488,7.1240,-11.536,2.2640,7.8850,-0.13600,-5.6217,0.00000,1.2579,0.08409,-0.02546,0.00038,-0.00023,-0.00092
34,2335,12,0.08205,723737,9.94800,9.97140,14.018,14.787,0.00000,0.000,63.386,14.694,110.394,7.7960,-9.29000,2.0410,6.7850,-0.14800,-7.0454,0.00000,1.3092,0.09249,-0.02266,0.00036,-0.00042,-0.00101
34,2335,13,0.08236,726401,10.011,10.045,15.009,15.796,0.00000,0.000,63.374,14.693,114.071,8.6520,-9.54000,2.8130,8.7740,-0.13100,-8.5790,0.00000,1.3388,0.10171,-0.02146,0.00045,-0.00023,-0.00079
34,2335,14,0.08256,728273,9.98800,10.096,15.993,16.742,0.00000,0.000,63.364,14.694,108.676,11.456,-38.994,5.9490,28.293,-0.07400,-10.235,0.00000,1.2757,0.12909,-0.04122,0.00083,0.00210,-0.00017
